brand,name,original_price,current_price,url,competitor
Thinking MU,Ivory Flower TM Chris Cap,990.0,990.0,https://www.freshlabels.cz/en/products/thinking-mu-ivory-flower-tm-chris-cap-tm1107/,zalando
Thinking MU,Ivory Art Will Save Us Chris Cap,990.0,840.0,https://www.freshlabels.cz/en/products/thinking-mu-ivory-art-will-save-us-chris-cap-tm1108/,zalando
Service Works,Waffle Patch Beanie,990.0,840.0,https://www.freshlabels.cz/en/products/service-works-waffle-patch-beanie-sws135/,zalando
Service Works,Tassel Beanie,990.0,690.0,https://www.freshlabels.cz/en/products/service-works-tassel-beanie-sws133/,zalando
Service Works,Waffle Patch Beanie,990.0,690.0,https://www.freshlabels.cz/en/products/service-works-waffle-patch-beanie-sws134/,zalando
Service Works,Denim Apron,1190.0,1190.0,https://www.freshlabels.cz/en/products/service-works-denim-apron-sws161/,zalando
PrintWorks,Photo Album - Happy Times,1390.0,1110.0,https://www.freshlabels.cz/en/products/printworks-photo-album-happy-times-pnt046/,zalando
PrintWorks,Frame book,850.0,680.0,https://www.freshlabels.cz/en/products/printworks-frame-book-pnt056/,zalando
Thinking MU,Thinking Ivory Chris Cap,990.0,990.0,https://www.freshlabels.cz/en/products/thinking-mu-thinking-ivory-chris-cap-tm1079/,zalando
PrintWorks,Tumbling Towers,750.0,640.0,https://www.freshlabels.cz/en/products/printworks-tumbling-towers-pnt029/,zalando
ECOALF,Wool Scarf,1990.0,1990.0,https://www.freshlabels.cz/en/products/ecoalf-wool-scarf-eco179/,zalando
Carhartt WIP,3 One 3 Trucker,990.0,740.0,https://www.freshlabels.cz/en/products/carhartt-wip-3-one-3-trucker-c4716/,zalando
Carhartt WIP,3 One 3 Trucker,990.0,590.0,https://www.freshlabels.cz/en/products/carhartt-wip-3-one-3-trucker-c4717/,zalando
HOME STUDYO,Mug GASTON,890.0,710.0,https://www.freshlabels.cz/en/products/home-studyo-mug-gaston-hom023/,zalando
Armedangels,Iconic A Claasa Cotton Schal,1750.0,1220.0,https://www.freshlabels.cz/en/products/armedangels-iconic-a-claasa-cotton-schal-aa1277/,zalando
HOME STUDYO,Mug GASTON,890.0,710.0,https://www.freshlabels.cz/en/products/home-studyo-mug-gaston-hom015/,zalando
Carhartt WIP,Alston Cap,1190.0,710.0,https://www.freshlabels.cz/en/products/carhartt-wip-alston-cap-c4781/,zalando
