brand,name,original_price,current_price,url,competitor
P&T,What friend are for - Tea set,1090.0,870.0,https://www.freshlabels.cz/en/products/pt-what-friend-are-for-tea-set-pr107/,nila
Karst,Hardcover Notebook A5,690.0,690.0,https://www.freshlabels.cz/en/products/karst-hardcover-notebook-a5-kar002/,nila
Karst,Hardcover Notebook A5,690.0,550.0,https://www.freshlabels.cz/en/products/karst-hardcover-notebook-a5-kar003/,nila
P&T,Golden Earl Caddy BIO 60g,790.0,670.0,https://www.freshlabels.cz/en/products/pt-golden-earl-caddy-bio-60g-pr111/,nila
Karst,Studio Muse Notebook,750.0,600.0,https://www.freshlabels.cz/en/products/karst-studio-muse-notebook-kar006/,nila
Karst,Studio Muse Notebook,750.0,640.0,https://www.freshlabels.cz/en/products/karst-studio-muse-notebook-kar007/,nila
Karst,Softcover Notebook A5,650.0,520.0,https://www.freshlabels.cz/en/products/karst-softcover-notebook-a5-kar012/,nila
Karst,Mark Conlan Puzzle,1590.0,1270.0,https://www.freshlabels.cz/en/products/karst-mark-conlan-puzzle-kar015/,nila
Herschel Supply,Tyler Wallet,890.0,710.0,https://www.freshlabels.cz/en/products/herschel-supply-tyler-wallet-he4065/,nila
P&T,Queen's Grace Caddy BIO 80g,790.0,630.0,https://www.freshlabels.cz/en/products/pt-queens-grace-caddy-bio-80g-pr112/,nila
P&T,Kumano No.313 Caddy BIO 80g,790.0,630.0,https://www.freshlabels.cz/en/products/pt-kumano-no313-caddy-bio-80g-pr113/,nila
Herschel Supply,Tyler Wallet,890.0,710.0,https://www.freshlabels.cz/en/products/herschel-supply-tyler-wallet-he4067/,nila
Herschel Supply,Whaler Tall Mesh Gas Station Cap,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-whaler-tall-mesh-gas-station-cap-he4026/,nila
Herschel Supply,Marina Mesh WW Patch Cap,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-marina-mesh-ww-patch-cap-he4081/,nila
Herschel Supply,Scout Pennant Cap,990.0,840.0,https://www.freshlabels.cz/en/products/herschel-supply-scout-pennant-cap-he4028/,nila
Herschel Supply,Marina Mesh WW Patch Cap,890.0,760.0,https://www.freshlabels.cz/en/products/herschel-supply-marina-mesh-ww-patch-cap-he4080/,nila
Service Works,Moleskin Apron,1590.0,1270.0,https://www.freshlabels.cz/en/products/service-works-moleskin-apron-sws165/,nila
Service Works,Moleskin Apron,1590.0,1590.0,https://www.freshlabels.cz/en/products/service-works-moleskin-apron-sws166/,nila
Dickies,Orcutt Webbing Belt,490.0,490.0,https://www.freshlabels.cz/en/products/dickies-orcutt-webbing-belt-di443/,nila
SKFK,Zala-GOTS Hat,890.0,620.0,https://www.freshlabels.cz/en/products/skfk-zala-gots-hat-skf324/,nila
Herschel Supply,Whaler Tall Mesh Gas Station Cap,890.0,760.0,https://www.freshlabels.cz/en/products/herschel-supply-whaler-tall-mesh-gas-station-cap-he4025/,nila
Herschel Supply,Marina Mesh Fish Cap,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-marina-mesh-fish-cap-he4027/,nila
Service Works,Moleskin Apron,1590.0,1350.0,https://www.freshlabels.cz/en/products/service-works-moleskin-apron-sws164/,nila
Herschel Supply,Vintage Ranger Cap,1190.0,1010.0,https://www.freshlabels.cz/en/products/herschel-supply-vintage-ranger-cap-he4030/,nila
Herschel Supply,Roy Wallet Vegan Leather,990.0,990.0,https://www.freshlabels.cz/en/products/herschel-supply-roy-wallet-vegan-leather-he4032/,nila
Herschel Supply,Thomas,1450.0,1160.0,https://www.freshlabels.cz/en/products/herschel-supply-thomas-he4064/,nila
Herschel Supply,3 Pack Elmer Beanie,1590.0,1110.0,https://www.freshlabels.cz/en/products/herschel-supply-3-pack-elmer-beanie-he4074/,nila
Herschel Supply,Boucle Pom Solid Beanie,1190.0,830.0,https://www.freshlabels.cz/en/products/herschel-supply-boucle-pom-solid-beanie-he4078/,nila
Herschel Supply,Whaler Tall Corduroy CS Cap,890.0,890.0,https://www.freshlabels.cz/en/products/herschel-supply-whaler-tall-corduroy-cs-cap-he4079/,nila
Armedangels,Yenaas Changemakers,1190.0,710.0,https://www.freshlabels.cz/en/products/armedangels-yenaas-changemakers-aa1316/,nila
Patagonia,Brodeo Beanie,1290.0,900.0,https://www.freshlabels.cz/en/products/patagonia-brodeo-beanie-pg2799/,nila
