brand,freshlabels_name,freshlabels_price,freshlabels_url,nila_name,nila_price,nila_url,premium_pct,match_score,match_confidence,competitor,scraped_at,queens_name,queens_price,queens_url,tier
Patagonia,M's P-6 Logo Responsibili-Tee,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg2845/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's Berm Logo Responsibili-Tee,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-berm-logo-responsibili-tee-pg2834/,,,,2.67,84.7457627118644,MEDIUM,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Responsibili-Tee®,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg2551/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Responsibili-Tee,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg2843/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Responsibili-Tee®,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg678/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Responsibili-Tee®,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg676/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's Houdini Jacket,2790.0,https://www.freshlabels.cz/en/products/patagonia-ms-houdini-jacket-pg3060/,,,,3.37,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's Houdini Jacket,2699.0,https://www.queens.cz/cs/bundy/492427-patagonia-m-s-houdini-jacket-pond-green.html,LIFESTYLE_CORE
Patagonia,M's Houdini Jacket,2790.0,https://www.freshlabels.cz/en/products/patagonia-ms-houdini-jacket-pg3059/,,,,3.37,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's Houdini Jacket,2699.0,https://www.queens.cz/cs/bundy/492427-patagonia-m-s-houdini-jacket-pond-green.html,LIFESTYLE_CORE
Patagonia,M's P-6 Label Uprisal Hoody,2590.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-label-uprisal-hoody-pg3047/,,,,5.33,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's P-6 Label Uprisal Hoody,2459.0,https://www.queens.cz/cs/mikiny/508294-patagonia-m-s-p-6-label-uprisal-hoody-.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Responsibili-Tee®,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg2902/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Uprisal Hoody,2590.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-uprisal-hoody-pg1226/,,,,5.33,86.79245283018868,MEDIUM,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's P-6 Label Uprisal Hoody,2459.0,https://www.queens.cz/cs/mikiny/508294-patagonia-m-s-p-6-label-uprisal-hoody-.html,LIFESTYLE_CORE
Patagonia,M's P-6 Logo Responsibili-Tee®,1190.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-logo-responsibili-tee-pg672/,,,,2.67,93.10344827586206,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,M's P-6 Label Uprisal Hoody,2590.0,https://www.freshlabels.cz/en/products/patagonia-ms-p-6-label-uprisal-hoody-pg3046/,,,,5.33,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's P-6 Label Uprisal Hoody,2459.0,https://www.queens.cz/cs/mikiny/508294-patagonia-m-s-p-6-label-uprisal-hoody-.html,LIFESTYLE_CORE
Patagonia,W's Houdini Jacket,2790.0,https://www.freshlabels.cz/en/products/patagonia-ws-houdini-jacket-pg2421/,,,,3.37,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's Houdini Jacket,2699.0,https://www.queens.cz/cs/bundy/508297-patagonia-w-s-houdini-jacket-black.html,LIFESTYLE_CORE
Patagonia,W's Classic Retro-X Jacket,6090.0,https://www.freshlabels.cz/en/products/patagonia-ws-classic-retro-x-jacket-pg2226/,,,,1.52,92.3076923076923,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's Classic Retro-X Jacket,5999.0,https://www.queens.cz/cs/bundy/465622-patagonia-m-s-classic-retro-x-jacket-clement-blue.html,LIFESTYLE_CORE
Patagonia,W's P-6 Logo Responsibili-Tee,1190.0,https://www.freshlabels.cz/en/products/patagonia-ws-p-6-logo-responsibili-tee-pg2392/,,,,2.67,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's P-6 Logo Responsibili-Tee,1159.0,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,LIFESTYLE_CORE
Patagonia,W's Classic Retro-X Jacket,6190.0,https://www.freshlabels.cz/en/products/patagonia-ws-classic-retro-x-jacket-pg2818/,,,,3.18,92.3076923076923,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's Classic Retro-X Jacket,5999.0,https://www.queens.cz/cs/bundy/465622-patagonia-m-s-classic-retro-x-jacket-clement-blue.html,LIFESTYLE_CORE
Patagonia,W's Classic Retro-X Jacket,6190.0,https://www.freshlabels.cz/en/products/patagonia-ws-classic-retro-x-jacket-pg2817/,,,,3.18,92.3076923076923,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia M's Classic Retro-X Jacket,5999.0,https://www.queens.cz/cs/bundy/465622-patagonia-m-s-classic-retro-x-jacket-clement-blue.html,LIFESTYLE_CORE
Patagonia,W's Silent Down Long Parka,11990.0,https://www.freshlabels.cz/en/products/patagonia-ws-silent-down-long-parka-pg2029/,,,,9.01,100.0,HIGH,queens,2026-04-08T01:19:53.157838+00:00,Patagonia W's Silent Down Long Parka,10999.0,https://www.queens.cz/cs/parky/492430-patagonia-w-s-silent-down-long-parka-black.html,LIFESTYLE_CORE
Carhartt WIP,Canvas Graphic Tote,1990.0,https://www.freshlabels.cz/en/products/carhartt-wip-canvas-graphic-tote-c3350/,,,,59.2,86.36363636363636,MEDIUM,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP Canvas Graphic Tote Large,1250.0,https://www.queens.cz/cs/tasky-pres-rameno/401320-carhartt-wip-canvas-graphic-tote-large-harttbreaker-print-wax.html,ENTRY
Carhartt WIP,S/S Script Embroidery T-Shirt,950.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-script-embroidery-t-shirt-c2957/,,,,-59.73,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Pocket T-Shirt,859.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-pocket-t-shirt-c3173/,,,,-63.59,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Base T-Shirt,790.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-base-t-shirt-c2043/,,,,-66.51,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Be There T-Shirt,1150.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-be-there-t-shirt-c4105/,,,,-20.69,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Greatest Flicks,1150.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-greatest-flicks-c4130/,,,,-51.25,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Heart Patch T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-heart-patch-t-shirt-c4549/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,W' S/S Hearts Of Hartts T-S,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-hearts-of-hartts-t-s-c4554/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Experiential T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-experiential-t-shirt-c4583/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Helix Redux T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-helix-redux-t-shirt-c4596/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Luca T-Shirt,1150.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-luca-t-shirt-c4187/,,,,-20.69,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,W' S/S Ingo T-Shirt,1250.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-ingo-t-shirt-c4215/,,,,-13.79,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Logo T-Shirt,1490.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-logo-t-shirt-c4157/,,,,-36.84,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Solar Chrome C-Logo T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-solar-chrome-c-logo-t-shirt-c4404/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Heart II Hartt T-Shirt,1450.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-heart-ii-hartt-t-shirt-c4407/,,,,-38.53,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Verner T-Shirt,990.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-verner-t-shirt-c4824/,,,,-31.72,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Pocket Heart T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-pocket-heart-t-shirt-c4269/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Hanson Pocket T-Shirt,1450.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-hanson-pocket-t-shirt-c4879/,,,,0.0,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Commuting Tales T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-commuting-tales-t-shirt-c4795/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Clover T-Shirt,990.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-clover-t-shirt-c4841/,,,,-31.72,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Vrooom T-Shirt,1450.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-vrooom-t-shirt-c4850/,,,,-38.53,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Duck Duck T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-duck-duck-t-shirt-c4854/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Pocket T-Shirt,950.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-pocket-t-shirt-c4542/,,,,-59.73,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Wiptopia T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-wiptopia-t-shirt-c4503/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Wiptopia Script T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-wiptopia-script-t-shirt-c4504/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Wiptopia Script T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-wiptopia-script-t-shirt-c4506/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S C Logo Archive T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-c-logo-archive-t-shirt-c4581/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Heart Patch T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-heart-patch-t-shirt-c4546/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Experiential T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-experiential-t-shirt-c4584/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Workers T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-workers-t-shirt-c4598/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Helix T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-helix-t-shirt-c4438/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Aiken Pocket T-Shirt,1250.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-aiken-pocket-t-shirt-c4212/,,,,-47.01,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' Brandon Short,2490.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-brandon-short-c4353/,,,,-14.11,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' Brandon Short,2899.0,https://www.queens.cz/cs/damske-kratasy/503950-carhartt-wip-w-brandon-short-cozy-purple-chalk-wash.html,ENTRY
Carhartt WIP,S/S Masterpiece T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-masterpiece-t-shirt-c4406/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Verner T-Shirt,990.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-verner-t-shirt-c3791/,,,,-31.72,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Helix Redux T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-helix-redux-t-shirt-c4709/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Chase T-Shirt,990.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-chase-t-shirt-c4869/,,,,-58.03,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Chase T-Shirt,990.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-chase-t-shirt-c4892/,,,,-58.03,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Clover T-Shirt,990.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-clover-t-shirt-c4837/,,,,-58.03,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Pocket T-Shirt,950.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-pocket-t-shirt-c4870/,,,,-59.73,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Pocket T-Shirt,950.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-pocket-t-shirt-c4873/,,,,-59.73,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Hanson Pocket T-Shirt,1450.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-hanson-pocket-t-shirt-c4878/,,,,0.0,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,W' S/S Reminiscing Ringer T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-reminiscing-ringer-t-shirt-c4862/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Shattered T-Shirt,1450.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-shattered-t-shirt-c4799/,,,,-38.53,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Reminiscing Ringer T-S,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-reminiscing-ringer-t-s-c4804/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Kander Shirt,2590.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-kander-shirt-c5068/,,,,9.79,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,W' S/S Hearts Of Hartts T-S,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-w-ss-hearts-of-hartts-t-s-c4565/,,,,-17.93,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP W' S/S Spoiled T-Shirt,1450.0,https://www.queens.cz/cs/damska-tricka/489337-carhartt-wip-w-s-s-spoiled-t-shirt-black.html,ENTRY
Carhartt WIP,S/S Experiential T-Shirt,1190.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-experiential-t-shirt-c4585/,,,,-49.55,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Work Pocket T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-work-pocket-t-shirt-c4560/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
Carhartt WIP,S/S Work Pocket T-Shirt,1290.0,https://www.freshlabels.cz/en/products/carhartt-wip-ss-work-pocket-t-shirt-c4557/,,,,-45.32,100.0,HIGH,queens,2026-04-08T01:18:26.117394+00:00,Carhartt WIP S/S Royce Shirt,2359.0,https://www.queens.cz/cs/panske-kosile/503932-carhartt-wip-s-s-royce-shirt-royce-stripe-icaria-white.html,ENTRY
