product_name,brand,price_czk,discounted_price_czk,is_discounted,discount_pct,url,competitor,scraped_at
Osprey Arcane Large Day,Osprey,2999.0,2549.0,True,15.0,https://www.queens.cz/cs/panske-batohy/417511-osprey-arcane-large-day-black.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Transporter Waist Pack,Osprey,1099.0,989.0,True,10.0,https://www.queens.cz/cs/ledvinky/415795-osprey-transporter-waist-pack-raven-black-black.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Porter 46,Osprey,5299.0,,False,,https://www.queens.cz/cs/panske-batohy/417766-osprey-porter-46-brindle-brown.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Porter 46,Osprey,5299.0,,False,,https://www.queens.cz/cs/panske-batohy/417769-osprey-porter-46-koseret-green.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Arcane Roll Top Backpack,Osprey,2799.0,2519.0,True,10.0,https://www.queens.cz/cs/panske-batohy/415753-osprey-arcane-roll-top-backpack-cascade-blue.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Transporter 120,Osprey,5299.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/417886-osprey-transporter-120-blue-flame-scoria-blue.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Daylite Crossbody Pouch,Osprey,629.0,,False,,https://www.queens.cz/cs/ledvinky/395833-osprey-daylite-crossbody-pouch-black.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Transporter 65,Osprey,4299.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/417907-osprey-transporter-65-blue-flame-scoria-blue.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Transporter 65,Osprey,4299.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/417916-osprey-transporter-65-pine-leaf-earl-grey.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Transporter 40,Osprey,3799.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/417928-osprey-transporter-40-pine-leaf-earl-grey.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Transporter 30,Osprey,3299.0,,False,,https://www.queens.cz/cs/tasky-pres-rameno/417934-osprey-transporter-30-raven-black-black.html,queens,2026-04-08T01:19:42.247175+00:00
Osprey Nebul,Osprey,3399.0,,False,,https://www.queens.cz/cs/panske-batohy/506017-osprey-nebul-graphite-purple-heather.html,queens,2026-04-08T01:19:42.247175+00:00
Patagonia Fishermans Rolled Beanie ,Patagonia,1099.0,609.0,True,44.6,https://www.queens.cz/cs/cepice/75101-patagonia-fishermans-rolled-beanie-navy.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia M's P-6 Label Uprisal Hoody,Patagonia,2459.0,,False,,https://www.queens.cz/cs/mikiny/508294-patagonia-m-s-p-6-label-uprisal-hoody-.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Atom Day Pack 24L,Patagonia,2559.0,1919.0,True,25.0,https://www.queens.cz/cs/batohy/465640-patagonia-atom-day-pack-24l-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Fishermans Rolled Beanie ,Patagonia,1099.0,719.0,True,34.6,https://www.queens.cz/cs/cepice/240760-patagonia-fishermans-rolled-beanie-nouveau-green.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Refugio Day Pack 26L,Patagonia,2459.0,,False,,https://www.queens.cz/cs/panske-tasky-pres-rameno/508300-patagonia-refugio-day-pack-26l-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Terravia Mini Hip Pack,Patagonia,899.0,,False,,https://www.queens.cz/cs/ledvinky/423439-patagonia-terravia-mini-hip-pack-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Refugio Day Pack 30L,Patagonia,2959.0,,False,,https://www.queens.cz/cs/batohy/508303-patagonia-refugio-day-pack-30l-.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia M's Downdrift Jacket,Patagonia,8899.0,5789.0,True,34.9,https://www.queens.cz/cs/bundy/465619-patagonia-m-s-downdrift-jacket-.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia M's Classic Retro-X Jacket,Patagonia,5999.0,4199.0,True,30.0,https://www.queens.cz/cs/bundy/465622-patagonia-m-s-classic-retro-x-jacket-clement-blue.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Atom Tote Pack 20L,Patagonia,2199.0,,False,,https://www.queens.cz/cs/batohy/508306-patagonia-atom-tote-pack-20l-.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia W's Houdini Jacket,Patagonia,2699.0,,False,,https://www.queens.cz/cs/bundy/508297-patagonia-w-s-houdini-jacket-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Black Hole® Waist Pack 5L,Patagonia,1959.0,1469.0,True,25.0,https://www.queens.cz/cs/ledvinky/474571-patagonia-black-hole-waist-pack-5l-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Fishermans Rolled Beanie,Patagonia,999.0,649.0,True,35.0,https://www.queens.cz/cs/cepice/459565-patagonia-fishermans-rolled-beanie-cascade-green.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia W's Silent Down Long Parka,Patagonia,10999.0,8249.0,True,25.0,https://www.queens.cz/cs/parky/492430-patagonia-w-s-silent-down-long-parka-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia W's Houdini Jacket,Patagonia,2699.0,,False,,https://www.queens.cz/cs/bundy/508288-patagonia-w-s-houdini-jacket-light-violet.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia P­6 Logo Trucker Hat ,Patagonia,999.0,799.0,True,20.0,https://www.queens.cz/cs/ksiltovky/104902-patagonia-p6-logo-trucker-hat-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia W's Jackson Glacier Jacket,Patagonia,12299.0,9229.0,True,25.0,https://www.queens.cz/cs/bundy/492418-patagonia-w-s-jackson-glacier-jacket-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Terravia Hip Pack,Patagonia,1399.0,1119.0,True,20.0,https://www.queens.cz/cs/ledvinky/429544-pata.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia P-6 Logo LoPro Trucker Hat,Patagonia,999.0,799.0,True,20.0,https://www.queens.cz/cs/ksiltovky/388306-patagonia-p-6-logo-lopro-trucker-hat-new-navy.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia W's Houdini Stash 1/2 Zip P/O,Patagonia,3459.0,,False,,https://www.queens.cz/cs/bundy/508291-patagonia-w-s-houdini-stash-12-zip-po-moon-tripper-blue-sage.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia M's Houdini Jacket,Patagonia,2699.0,,False,,https://www.queens.cz/cs/bundy/492427-patagonia-m-s-houdini-jacket-pond-green.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia W's P-6 Logo Responsibili-Tee,Patagonia,1159.0,929.0,True,19.8,https://www.queens.cz/cs/tricka/465634-patagonia-w-s-p-6-logo-responsibili-tee-black.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Graphic Maclure Hat,Patagonia,1259.0,,False,,https://www.queens.cz/cs/ksiltovky/508279-patagonia-graphic-maclure-hat-p-6-label-birch-white.html,queens,2026-04-08T01:19:53.157838+00:00
Patagonia Black Hole Pack 25L,Patagonia,3799.0,,False,,https://www.queens.cz/cs/batohy/465646-patagonia-black-hole-pack-25l-black.html,queens,2026-04-08T01:19:53.157838+00:00
Rains Backpack W3,Rains,2359.0,1419.0,True,39.8,https://www.queens.cz/cs/batohy/325321-rains-backpack-w3-01-black.html,queens,2026-04-08T01:20:04.281657+00:00
Rains Kevo Short Puffer Jacket W4T3 UNISEX,Rains,8399.0,3359.0,True,60.0,https://www.queens.cz/cs/bundy/385288-rains-kevo-short-puffer-jacket-w4t3-unisex-black.html,queens,2026-04-08T01:20:04.281657+00:00
Voniak Santal Bombay Eau De Parfum 50 ml,VONIAK,1499.0,1349.0,True,10.0,https://www.queens.cz/cs/parfemy/493477-voniak-santal-bombay-eau-de-parfum-50-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Deep Focus Incense Sticks 48 Pcs + Holder,VONIAK,499.0,399.0,True,20.0,https://www.queens.cz/cs/ostatni-doplnky/493471-voniak-deep-focus-incense-sticks-48-pcs-holder.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Self-Care Incense Sticks 48 Pcs + Holder,VONIAK,499.0,399.0,True,20.0,https://www.queens.cz/cs/ostatni-doplnky/493474-voniak-self-care-incense-sticks-48-pcs-holder.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Santal Bombay Hand Soap 300 ml,VONIAK,399.0,319.0,True,20.1,https://www.queens.cz/cs/ostatni-doplnky/493492-voniak-santal-bombay-hand-soap-300-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Persei Eau De Parfum 50 ml,VONIAK,1499.0,,False,,https://www.queens.cz/cs/parfemy/493483-voniak-persei-eau-de-parfum-50-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Santal Bombay Body Lotion 300 ml,VONIAK,499.0,399.0,True,20.0,https://www.queens.cz/cs/ostatni-doplnky/493486-voniak-santal-bombay-body-lotion-300-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Santorini Breeze Home Diffuser 100 ml,VONIAK,599.0,509.0,True,15.0,https://www.queens.cz/cs/ostatni-doplnky/493459-voniak-santorini-breeze-home-diffuser-100-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Energy Boost Incense Sticks 48 Pcs + Holder,VONIAK,499.0,429.0,True,14.0,https://www.queens.cz/cs/ostatni-doplnky/493468-voniak-energy-boost-incense-sticks-48-pcs-holder.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Woods Of Kyushu Hand Soap 300 ml,VONIAK,399.0,359.0,True,10.0,https://www.queens.cz/cs/ostatni-doplnky/493495-voniak-woods-of-kyushu-hand-soap-300-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Atlantis Eau De Parfum 50 ml,VONIAK,1499.0,,False,,https://www.queens.cz/cs/parfemy/493480-voniak-atlantis-eau-de-parfum-50-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Woods Of Kyushu Body Lotion 300 ml,VONIAK,499.0,,False,,https://www.queens.cz/cs/ostatni-doplnky/493489-voniak-woods-of-kyushu-body-lotion-300-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Namaste Home Diffuser 100 ml,VONIAK,599.0,,False,,https://www.queens.cz/cs/ostatni-doplnky/493462-voniak-namaste-home-diffuser-100-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Voniak Santorini Breeze Body Lotion 300 ml,VONIAK,499.0,,False,,https://www.queens.cz/cs/ostatni-doplnky/493501-voniak-santorini-breeze-body-lotion-300-ml.html,queens,2026-04-08T01:20:15.466006+00:00
Veja Campo Chromefree Leather ,Veja,3459.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/122549-veja-campo-chromefree-leather-extra-white-natural-suede.html,queens,2026-04-08T01:20:27.460761+00:00
Veja V-82 II,Veja,4399.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/488995-veja-v-82-ii-taupe-calcaire-natural.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Panenka,Veja,3959.0,2969.0,True,25.0,https://www.queens.cz/cs/damske-tenisky-a-boty/488896-veja-w-panenka-off-white.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Panenka,Veja,3459.0,2599.0,True,24.9,https://www.queens.cz/cs/damske-tenisky-a-boty/488869-veja-w-panenka-white-black-bark.html,queens,2026-04-08T01:20:27.460761+00:00
Veja Salar,Veja,4559.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/488956-veja-salar-areia-pierre-oat.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W V-90 O.T Leather,Veja,3999.0,3199.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/409807-veja-w-v-90-ot-leather-ex-whitemarsala.html,queens,2026-04-08T01:20:27.460761+00:00
Veja Salar,Veja,4559.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/488959-veja-salar-tent-eagle-black.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Arpoador,Veja,3199.0,2559.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/488887-veja-w-arpoador-full-black.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Volley,Veja,3299.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/424129-veja-w-volley-white-nautico-bark.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W V-82 II,Veja,4399.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/488998-veja-w-v-82-ii-white-pierre-tent.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Salar,Veja,4559.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/488953-veja-w-salar-areia-pierre-oat.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Venturi Ii Alvm,Veja,4299.0,3869.0,True,10.0,https://www.queens.cz/cs/damske-tenisky-a-boty/450967-veja-w-venturi-ii-alvm-whitepierre.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Rio Branco II,Veja,3459.0,3119.0,True,9.8,https://www.queens.cz/cs/damske-tenisky-a-boty/488872-veja-w-rio-branco-ii-white-pierre.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Volley Suede,Veja,3299.0,2639.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/450979-veja-w-volley-suede-tentnaturaleagle.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W SALAR LT,Veja,4559.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/488962-veja-w-salar-lt-pierre-silver.html,queens,2026-04-08T01:20:27.460761+00:00
Veja Arpoador,Veja,3199.0,2719.0,True,15.0,https://www.queens.cz/cs/panske-tenisky-a-boty/488935-veja-arpoador-militar-kaki-black.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W V-90 O.T Leather,Veja,3999.0,3199.0,True,20.0,https://www.queens.cz/cs/damske-tenisky-a-boty/409804-veja-w-v-90-ot-leather-ex-whitenatural.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Campo,Veja,3459.0,2939.0,True,15.0,https://www.queens.cz/cs/damske-tenisky-a-boty/488866-veja-w-campo-guimauve-pierre-petale.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Panenka Suede,Veja,3459.0,2939.0,True,15.0,https://www.queens.cz/cs/damske-tenisky-a-boty/451378-veja-w-panenka-suede-taupepierrebark.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Veja V-82,Veja,4399.0,,False,,https://www.queens.cz/cs/damske-tenisky-a-boty/488989-veja-w-veja-v-82-pure-calcaire-fury.html,queens,2026-04-08T01:20:27.460761+00:00
Veja W Etna,Veja,2959.0,2669.0,True,9.8,https://www.queens.cz/cs/damske-tenisky-a-boty/488950-veja-w-etna-ocre-almond.html,queens,2026-04-08T01:20:27.460761+00:00
Veja x Baserange Jitsu,Veja,4559.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/488986-veja-x-baserange-jitsu-black.html,queens,2026-04-08T01:20:27.460761+00:00
Veja V-82,Veja,4399.0,,False,,https://www.queens.cz/cs/panske-tenisky-a-boty/488992-veja-v-82-pure-calcaire-fury.html,queens,2026-04-08T01:20:27.460761+00:00
Veja Arpoador,Veja,3199.0,2879.0,True,10.0,https://www.queens.cz/cs/panske-tenisky-a-boty/488932-veja-arpoador-full-black.html,queens,2026-04-08T01:20:27.460761+00:00
